ru_utime.sec,ru_utime.usec,ru_stime.sec,ru_stime.usec,ru_maxrss,ru_ixrss,ru_idrss,ru_isrss,ru_minflt,ru_majflt,ru_nswap,ru_inblock,ru_oublock,ru_msgsnd,ru_msgrcv,ru_nsignals,ru_nvcsw,ru_nivcsw,pid
0,0,0,4047,63168,0,0,0,425,0,0,0,80,0,0,0,21,5,7084
0,0,0,5216,61124,0,0,0,426,0,0,0,80,0,0,0,18,5,7086
0,0,0,3581,61124,0,0,0,424,0,0,0,80,0,0,0,18,9,7088
0,0,0,4640,61124,0,0,0,424,0,0,0,80,0,0,0,17,7,7089
0,0,0,4516,63164,0,0,0,425,0,0,0,80,0,0,0,19,3,7092
0,0,0,3769,62228,0,0,0,425,0,0,0,80,0,0,0,18,5,7093
0,0,0,2918,61120,0,0,0,426,0,0,0,80,0,0,0,18,3,7096
0,0,0,3389,63164,0,0,0,427,0,0,0,80,0,0,0,22,4,7099
0,0,0,3429,61124,0,0,0,424,0,0,0,80,0,0,0,21,5,7098
0,0,0,3330,62228,0,0,0,425,0,0,0,80,0,0,0,18,5,7102
0,0,0,3788,60188,0,0,0,425,0,0,0,80,0,0,0,19,6,7100
0,0,0,3432,60188,0,0,0,426,0,0,0,80,0,0,0,18,9,7105
0,0,0,3572,60188,0,0,0,426,0,0,0,80,0,0,0,18,3,7107
0,0,0,3990,62224,0,0,0,426,0,0,0,80,0,0,0,19,8,7109
0,0,0,4864,60188,0,0,0,425,0,0,0,80,0,0,0,19,5,7111
0,0,0,3865,63164,0,0,0,424,0,0,0,80,0,0,0,19,7,7115
0,0,0,3730,63164,0,0,0,426,0,0,0,80,0,0,0,18,7,7117
0,1893,0,2422,63164,0,0,0,427,0,0,0,80,0,0,0,18,6,7116
0,1802,0,1588,60188,0,0,0,426,0,0,0,80,0,0,0,18,6,7114
0,0,0,3597,60184,0,0,0,426,0,0,0,80,0,0,0,21,5,7118
0,0,0,3439,63176,0,0,0,426,0,0,112,80,0,0,0,21,15,7124
0,0,0,2798,60188,0,0,0,426,0,0,0,80,0,0,0,22,4,7125
0,0,0,3955,63164,0,0,0,426,0,0,0,80,0,0,0,20,2,7126
0,0,0,3117,61136,0,0,0,426,0,0,0,80,0,0,0,18,5,7131
0,0,0,3127,61124,0,0,0,424,0,0,0,80,0,0,0,20,9,7128
0,0,0,3603,61124,0,0,0,426,0,0,0,80,0,0,0,18,12,7127
0,0,0,3699,63172,0,0,0,425,0,0,0,80,0,0,0,17,9,7135
0,0,0,3374,63164,0,0,0,423,0,0,0,80,0,0,0,18,6,7134
0,0,0,3341,61120,0,0,0,425,0,0,0,80,0,0,0,18,2,7142
0,0,0,3441,63164,0,0,0,427,0,0,0,80,0,0,0,24,8,7139
0,0,0,3374,63164,0,0,0,427,0,0,0,80,0,0,0,24,10,7145
0,1258,0,1724,63164,0,0,0,425,0,0,0,80,0,0,0,23,12,7147
0,0,0,3936,63168,0,0,0,426,0,0,0,80,0,0,0,23,19,7146
0,0,0,2905,62228,0,0,0,425,0,0,0,80,0,0,0,22,8,7143
0,0,0,2974,61124,0,0,0,425,0,0,0,80,0,0,0,18,3,7153
0,2073,0,1494,63176,0,0,0,425,0,0,0,80,0,0,0,22,9,7152
0,0,0,3556,63164,0,0,0,425,0,0,0,80,0,0,0,18,3,7154
0,724,0,2538,63164,0,0,0,425,0,0,0,80,0,0,0,24,8,7159
0,0,0,4229,61128,0,0,0,424,0,0,0,80,0,0,0,17,4,7158
0,0,0,3727,61124,0,0,0,426,0,0,0,80,0,0,0,22,8,7161
0,0,0,3016,61124,0,0,0,426,0,0,0,80,0,0,0,19,4,7167
0,0,0,3417,61124,0,0,0,424,0,0,0,80,0,0,0,18,10,7166
0,0,0,3177,60188,0,0,0,427,0,0,0,80,0,0,0,18,3,7162
0,1735,0,1640,61124,0,0,0,426,0,0,0,80,0,0,0,21,7,7171
0,2040,0,1903,63164,0,0,0,423,0,0,0,80,0,0,0,22,11,7170
0,0,0,3397,61132,0,0,0,425,0,0,0,80,0,0,0,18,2,7177
0,0,0,3015,61132,0,0,0,425,0,0,0,80,0,0,0,17,4,7174
0,2639,0,2142,63172,0,0,0,425,0,0,0,80,0,0,0,18,13,7175
0,0,0,2825,60188,0,0,0,425,0,0,0,80,0,0,0,17,2,7180
0,0,0,2588,61136,0,0,0,426,0,0,0,80,0,0,0,18,15,7182
